tool,refactoring,input,output
Eclipse,Pull Up Field,"package Package_0;
public class ClassId_0 {
  public long methodid_0(  int a){
    return 0;
  }
}

package Package_0;
public class ID1_0 extends ClassId_0 {
  public long methodid_0(){
    return this.fieldid_0;
  }
  protected int fieldid_0=11;
}

package Package_1;
public class ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
public class ClassId_0 {
  protected int fieldid_0 = 11;

public long methodid_0(  int a){
    return 0;
  }
}

package Package_0;
public class ID1_0 extends ClassId_0 {
  public long methodid_0(){
    return this.fieldid_0;
  }
}

package Package_1;
public class ClassId_1 {
  public int fieldid_0=10;
}"
Eclipse,Pull Up Field,"package Package_0;
import Package_1.*;
public class ClassId_0 implements ClassId_1 {
  private long methodid_0(){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}

package Package_1;
import Package_0.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_1(){
    return this.fieldid_0;
  }
  int fieldid_0=11;
}","package Package_0;
import Package_1.*;
public class ClassId_0 implements ClassId_1 {
  protected int fieldid_0 = 11;

private long methodid_0(){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}

package Package_1;
import Package_0.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_1(){
    return this.fieldid_0;
  }
}"
JRRT,Pull Up Field,"package Package_0;
import Package_1.*;
public class ClassId_0 implements ClassId_1 {
  long methodid_0(  int a){
    return 0;
  }
}

package Package_0;
public class ID1_0 extends ClassId_0 {
  public long methodid_1(){
    return methodid_0(2);
  }
  protected int fieldid_0=11;
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
import Package_1.*;

public class ClassId_0 implements ClassId_1  {
  protected int fieldid_0 = 11;
  long methodid_0(int a) {
    return 0;
  }
}
package Package_0;

public class ID1_0 extends ClassId_0  {
  public long methodid_1() {
    return methodid_0(2);
  }
}
package Package_1;

public interface ClassId_1  {
  public int fieldid_0 = 10;
}"
Eclipse,Pull Up Field,"package Package_0;
import Package_1.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_0(){
    return this.fieldid_0;
  }
  protected int fieldid_0=11;
}

package Package_1;
public class ClassId_0 implements ClassId_1 {
  private long methodid_1(){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
import Package_1.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_0(){
    return this.fieldid_0;
  }
}

package Package_1;
public class ClassId_0 implements ClassId_1 {
  protected int fieldid_0 = 11;

private long methodid_1(){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}"
Eclipse,Pull Up Field,"package Package_0;
import Package_1.*;
public class ClassId_0 implements ClassId_1 {
  long methodid_0(  long a){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}

package Package_1;
import Package_0.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_0(){
    return ID1_0.this.fieldid_0;
  }
  private int fieldid_0=11;
}","package Package_0;
import Package_1.*;
public class ClassId_0 implements ClassId_1 {
  protected int fieldid_0 = 11;

long methodid_0(  long a){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}

package Package_1;
import Package_0.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_0(){
    return ID1_0.this.fieldid_0;
  }
}"
JRRT,Pull Up Field,"package Package_0;
public class ClassId_0 {
  long methodid_0(  int a){
    return 0;
  }
}

package Package_0;
public class ID1_0 extends ClassId_0 {
  public long methodid_1(){
    return methodid_0(2);
  }
  private int fieldid_0=11;
}

package Package_1;
public class ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;

public class ClassId_0  {
  private int fieldid_0 = 11;
  long methodid_0(int a) {
    return 0;
  }
}
package Package_0;

public class ID1_0 extends ClassId_0  {
  public long methodid_1() {
    return methodid_0(2);
  }
}
package Package_1;

public class ClassId_1  {
  public int fieldid_0 = 10;
}"
JRRT,Pull Up Field,"package Package_0;
import Package_1.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_1(){
    return fieldid_0;
  }
  int fieldid_0=11;
}

package Package_1;
public class ClassId_0 {
  protected long methodid_0(  int a){
    return 0;
  }
}

package Package_1;
public class ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
import Package_1.*;

public class ID1_0 extends ClassId_0  {
  public long methodid_1() {
    return fieldid_0;
  }
}
package Package_1;

public class ClassId_0  {
  protected int fieldid_0 = 11;
  protected long methodid_0(int a) {
    return 0;
  }
}
package Package_1;

public class ClassId_1  {
  public int fieldid_0 = 10;
}"
Eclipse,Pull Up Field,"package Package_0;
import Package_1.*;
public class ClassId_0 implements ClassId_1 {
  protected long methodid_1(  long a){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}

package Package_1;
import Package_0.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_0(){
    return this.fieldid_0;
  }
  public int fieldid_0=11;
}","package Package_0;
import Package_1.*;
public class ClassId_0 implements ClassId_1 {
  public int fieldid_0 = 11;

protected long methodid_1(  long a){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}

package Package_1;
import Package_0.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_0(){
    return this.fieldid_0;
  }
}"
JRRT,Pull Up Field,"package Package_0;
import Package_1.*;
public class ID1_0 extends ClassId_0 {
  public long methodid_0(){
    return fieldid_0;
  }
  private int fieldid_0=11;
}

package Package_1;
public class ClassId_0 implements ClassId_1 {
  protected long methodid_0(  int a){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
import Package_1.*;

public class ID1_0 extends ClassId_0  {
  public long methodid_0() {
    return fieldid_0;
  }
}
package Package_1;

public class ClassId_0 implements ClassId_1  {
  protected int fieldid_0 = 11;
  protected long methodid_0(int a) {
    return 0;
  }
}
package Package_1;

public interface ClassId_1  {
  public int fieldid_0 = 10;
}"
Eclipse,Pull Up Method,"package Package_0;
import Package_1.*;
abstract public class ClassId_0 extends ClassId_2 {
  abstract long m_0(  int a);
}

package Package_1;
public class ClassId_1 {
  protected long methodid_0(){
    return 0;
  }
}

package Package_1;
abstract public class ClassId_2 extends ClassId_1 {
  abstract long m_0();
}","package Package_0;
import Package_1.*;
abstract public class ClassId_0 extends ClassId_2 {
}

package Package_1;
public class ClassId_1 {
  protected long methodid_0(){
    return 0;
  }
}

package Package_1;
abstract public class ClassId_2 extends ClassId_1 {
  abstract long m_0();

abstract long m_0(int a);
}"
JRRT,Pull Up Method,"package Package_0;
public class ClassId_1 {
  long methodid_0(){
    return 1;
  }
}

package Package_1;
import Package_0.*;
abstract public class ClassId_0 extends ClassId_1 {
  abstract long m_0(  int a);
}

package Package_1;
import Package_0.*;
public class ClassId_2 extends ClassId_1 {
  public long m_0(){
    return 0;
  }
}","package Package_0;

abstract public class ClassId_1  {
  abstract long m_0(int a);
  long methodid_0() {
    return 1;
  }
}
package Package_1;
import Package_0.*;

abstract public class ClassId_0 extends ClassId_1  {
}
package Package_1;
import Package_0.*;

abstract public class ClassId_2 extends ClassId_1  {
  public long m_0() {
    return 0;
  }
}"
JRRT,Pull Up Method,"package Package_0;
public class ClassId_1 {
  long methodid_0(  long a){
    return 0;
  }
}

package Package_1;
abstract public class ClassId_0 extends ClassId_2 {
  abstract long m_0(  long a);
}

package Package_1;
import Package_0.*;
abstract public class ClassId_2 extends ClassId_1 {
  abstract long methodid_0();
}","package Package_0;

public class ClassId_1  {
  long methodid_0(long a) {
    return 0;
  }
}
package Package_1;

abstract public class ClassId_0 extends ClassId_2  {
}
package Package_1;
import Package_0.*;

abstract public class ClassId_2 extends ClassId_1  {
  abstract long m_0(long a);
  abstract long methodid_0();
}"
Eclipse,Pull Up Method,"package Package_0;
abstract public class ClassId_0 extends ClassId_1 {
  public long m_0(  long a){
    return methodid_0();
  }
  abstract long m_0();
}

package Package_0;
import Package_1.*;
public class ClassId_1 implements ClassId_2 {
  protected long methodid_0(){
    return 0;
  }
}

package Package_1;
public interface ClassId_2 {
}","package Package_0;
abstract public class ClassId_0 extends ClassId_1 {
  abstract long m_0();
}

package Package_0;
import Package_1.*;
public class ClassId_1 implements ClassId_2 {
  protected long methodid_0(){
    return 0;
  }

public long m_0(long a) {
    return methodid_0();
  }
}

package Package_1;
public interface ClassId_2 {
}"
JRRT,Pull Up Method,"package Package_0;
import Package_1.*;
abstract public class ClassId_0 extends ClassId_1 {
  public long m_0(  long a){
    return this.methodid_0();
  }
  abstract long m_0(  int a);
}

package Package_1;
public class ClassId_1 implements ClassId_2 {
  protected long methodid_0(){
    return 0;
  }
}

package Package_1;
public interface ClassId_2 {
}","package Package_0;
import Package_1.*;

abstract public class ClassId_0 extends ClassId_1  {
  abstract long m_0(int a);
}
package Package_1;

public class ClassId_1 implements ClassId_2  {
  public long m_0(long a) {
    return this.methodid_0();
  }
  protected long methodid_0() {
    return 0;
  }
}
package Package_1;

public interface ClassId_2  {
}"
JRRT,Pull Up Method,"package Package_0;
import Package_1.*;
abstract public class ClassId_0 extends ClassId_2 {
  abstract long m_0();
}

package Package_0;
import Package_1.*;
public class ClassId_1 extends ClassId_2 {
  private long m_0(  long a){
    return methodid_0(2);
  }
}

package Package_1;
public class ClassId_2 {
  protected long methodid_0(  int a){
    return 0;
  }
}","package Package_0;
import Package_1.*;

abstract public class ClassId_0 extends ClassId_2  {
}
package Package_0;
import Package_1.*;

abstract public class ClassId_1 extends ClassId_2  {
  private long m_0(long a) {
    return methodid_0(2);
  }
}
package Package_1;

abstract public class ClassId_2  {
  abstract long m_0();
  protected long methodid_0(int a) {
    return 0;
  }
}"
JRRT,Pull Up Method,"package Package_0;
import Package_1.*;
abstract public class ClassId_0 extends ClassId_2 {
  abstract long m_0(  int a);
}

package Package_0;
public class ClassId_1 {
  protected long methodid_0(){
    return 0;
  }
}

package Package_1;
abstract public class ClassId_2 {
  abstract long methodid_0(  long a);
}","package Package_0;
import Package_1.*;

abstract public class ClassId_0 extends ClassId_2  {
}
package Package_0;

public class ClassId_1  {
  protected long methodid_0() {
    return 0;
  }
}
package Package_1;

abstract public class ClassId_2  {
  abstract long m_0(int a);
  abstract long methodid_0(long a);
}"
JRRT,Pull Up Method,"package Package_0;
abstract public class ClassId_0 extends ClassId_1 {
  abstract long m_0(  long a);
}

package Package_0;
public class ClassId_1 {
  public long methodid_0(  int a){
    return 1;
  }
}

package Package_1;
import Package_0.*;
public class ClassId_2 extends ClassId_1 {
  public long methodid_0(  long a){
    return 0;
  }
}","package Package_0;

abstract public class ClassId_0 extends ClassId_1  {
}
package Package_0;

abstract public class ClassId_1  {
  abstract long m_0(long a);
  public long methodid_0(int a) {
    return 1;
  }
}
package Package_1;
import Package_0.*;

abstract public class ClassId_2 extends ClassId_1  {
  public long methodid_0(long a) {
    return 0;
  }
}"
JRRT,Pull Up Method,"package Package_0;
import Package_1.*;
abstract public class ClassId_0 extends ClassId_1 {
  abstract long m_0();
}

package Package_1;
public class ClassId_1 {
  public long m_0(  long a){
    return 1;
  }
}

package Package_1;
public class ClassId_2 extends ClassId_1 {
  private long m_0(){
    return 0;
  }
}","package Package_0;
import Package_1.*;

abstract public class ClassId_0 extends ClassId_1  {
}
package Package_1;

abstract public class ClassId_1  {
  abstract long m_0();
  public long m_0(long a) {
    return 1;
  }
}
package Package_1;

public class ClassId_2 extends ClassId_1  {
  long m_0() {
    return 0;
  }
}"
JRRT,Pull Up Method,"package Package_0;
import Package_1.*;
abstract public class ClassId_0 extends ClassId_2 {
  abstract long m_0(  long a);
}

package Package_0;
import Package_1.*;
public class ClassId_1 extends ClassId_2 {
  protected long m_0(  long a){
    return super.methodid_0(2);
  }
}

package Package_1;
public class ClassId_2 {
  public long methodid_0(  int a){
    return 0;
  }
}","package Package_0;
import Package_1.*;

abstract public class ClassId_0 extends ClassId_2  {
}
package Package_0;
import Package_1.*;

abstract public class ClassId_1 extends ClassId_2  {
  protected long m_0(long a) {
    return super.methodid_0(2);
  }
}
package Package_1;

abstract public class ClassId_2  {
  abstract long m_0(long a);
  public long methodid_0(int a) {
    return 0;
  }
}"
JRRT,Pull Up Method,"package Package_0;
abstract public class ClassId_0 extends ClassId_1 {
  abstract long m_0(  long a);
}

package Package_0;
public class ClassId_1 {
  public long m_0(){
    return 1;
  }
}

package Package_1;
import Package_0.*;
public class ClassId_2 extends ClassId_1 {
  private long m_0(  long a){
    return 0;
  }
}","package Package_0;

abstract public class ClassId_0 extends ClassId_1  {
}
package Package_0;

abstract public class ClassId_1  {
  public long m_0() {
    return 1;
  }
  abstract long m_0(long a);
}
package Package_1;
import Package_0.*;

abstract public class ClassId_2 extends ClassId_1  {
  private long m_0(long a) {
    return 0;
  }
}"
